Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Neckline (product.metafields.shopify.neckline),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
unisex-softstyle-t-shirt,Charmed & Dark Gothic Softstyle Tee,"<p>The Gildan Softstyle® 64000 redefines casual comfort with a modern unisex cut and ultra-soft materials. Solid colors are 100% cotton, while heathers and sport grey use polyester blends for added durability. Shoulders are reinforced with twill tape, there are no side seams for a smoother fit, and the ribbed-knit collar helps prevent curling. Whether for printing or everyday wear, the Gildan 64000 stands out as a dependable wardrobe staple.<br><br><strong>Disclaimer</strong>:<br>- Due to the fabric properties, the White color variant may appear off-white rather than bright white.</p><br><p>.: Made with 100% ring-spun cotton, the Gildan 64000 from the Gildan Softstyle® collection is a lightweight fabric (4.5 oz/yd² (153 g/m²)) that feels blissful to wear all year round. <br>.: The classic fit with the crew neckline deliver a clean, versatile style that can match any occasion, whether it's formal or semi-formal. <br>.: All shirts feature a pearlized, tear-away label for total wearing comfort. <br>.: Made using ethically grown and harvested US cotton. Gildan is also a proud member of the US Cotton Trust Protocol ensuring ethical and sustainable means of production. This blank tee is certified by Oeko-Tex for safety and quality assurance.<br>.: Fabric blends: Heather colors - 35% ring-spun cotton, 65% polyester; Sport Grey and Antique colors - 90% cotton, 10% polyester, Graphite Heather - 50% ring-spun cotton, 50% polyester</p>",Printify,,T-Shirt,"Cotton, Crew neck, DTG, Men's Clothing, Neck Labels, Personalization Picks, Regular fit, Summer Picks, T-shirts, TikTok, Women's Clothing",true,Color,White,,Size,XS,,,,,'20138689948720704671,99.7903214,,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6877415172066885492_2048.jpg?v=1774320512,1,White unisex Charmed and Dark gothic softstyle tee with dark graphic design,false,Charmed & Dark Gothic Softstyle Tee | Alternative Shirt,Ultra-soft unisex gothic tee with Charmed & Dark design. Gildan Softstyle® blank. Perfect for dark alternative fashion and everyday gothic style.,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6877415172066885492_2048.jpg?v=1774320512,lb,,7.91,active
unisex-softstyle-t-shirt,,,,,,,,,White,,,S,,,,,'27809881445560758987,99.7903214,,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/13695967465166117687_2048.jpg?v=1774318471,2,White unisex Charmed and Dark gothic softstyle tee with dark graphic design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6877415172066885492_2048.jpg?v=1774320512,lb,,7.91,
unisex-softstyle-t-shirt,,,,,,,,,White,,,M,,,,,'29268809500133046091,99.7903214,,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/10416887887073318103_2048.jpg?v=1774318473,3,White unisex Charmed and Dark gothic softstyle tee with dark graphic design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6877415172066885492_2048.jpg?v=1774320512,lb,,7.91,
unisex-softstyle-t-shirt,,,,,,,,,White,,,L,,,,,'11236319358361042361,99.7903214,,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/7074171375326851709_2048.jpg?v=1774318475,4,White unisex Charmed and Dark gothic softstyle tee with dark graphic design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6877415172066885492_2048.jpg?v=1774320512,lb,,7.91,
unisex-softstyle-t-shirt,,,,,,,,,White,,,XL,,,,,'99970028833810572227,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6877415172066885492_2048.jpg?v=1774320512,lb,,7.91,
unisex-softstyle-t-shirt,,,,,,,,,White,,,2XL,,,,,'10893403052534039658,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6877415172066885492_2048.jpg?v=1774320512,lb,,9.04,
unisex-softstyle-t-shirt,,,,,,,,,White,,,3XL,,,,,'22199548269356030547,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6877415172066885492_2048.jpg?v=1774320512,lb,,10.00,
unisex-softstyle-t-shirt,,,,,,,,,White,,,4XL,,,,,'33908224195779922314,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6877415172066885492_2048.jpg?v=1774320512,lb,,11.07,
unisex-softstyle-t-shirt,,,,,,,,,White,,,5XL,,,,,'21455383996829836036,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6877415172066885492_2048.jpg?v=1774320512,lb,,12.02,
the-charmed-dark-signature-hoodie,The Charmed & Dark Signature Hoodie,"<h2>🖤 <strong>The Charmed &amp; Dark Signature Hoodie</strong>
</h2><p>Where shadow meets comfort.</p><p> The <strong>Charmed &amp; Dark Signature Hoodie</strong> is more than apparel—it’s an expression of mood, mystery, and modern gothic style. Crafted from the trusted <strong>Gildan Heavy Blend™ fabric</strong>, this unisex hoodie pairs <strong>premium softness</strong> with <strong>long-lasting durability</strong>, giving you that perfect balance of warmth and edge.</p><p>Designed in all-black with the <strong>Charmed &amp; Dark logo subtly embroidered on the upper left chest</strong>, it speaks in quiet confidence—an understated mark of elegance for those who live by their own light.</p><h3>✦ Features</h3><ul>
<li>
<strong>Premium Heavy Blend™ Fabric (8.0 oz/yd²)</strong> – a cozy cotton-poly mix that stays soft, structured, and perfectly weighted for chilly nights or layered looks.</li>
<li>
<strong>Unisex Classic Fit</strong> – versatile, relaxed, and flattering on every body.</li>
<li>
<strong>Double-Lined Hood &amp; Matching Drawcord</strong> – built for warmth and clean aesthetics.</li>
<li>
<strong>Ribbed Cuffs and Hem</strong> – hold their shape wear after wear.</li>
<li>
<strong>Spacious Front Pouch Pocket</strong> – for comfort, warmth, or the essentials you carry through the night.</li>
<li>
<strong>Ethically Made</strong> – 100% U.S.-grown cotton, OEKO-TEX-certified dyes, and sustainable manufacturing through the U.S. Cotton Trust Protocol.</li>
</ul><h3>✦ Style Notes</h3><p>Dress it up or down—it pairs effortlessly with denim, leather, or your favorite dark layers. Whether you’re out under neon lights or lost in candlelight, this hoodie keeps you grounded in both comfort and mystique.</p><h3>✦ Perfect For</h3><p>Gothic fashion lovers, minimalist streetwear fans, or anyone drawn to <strong>dark aesthetics</strong> and <strong>timeless design</strong>.</p>",Printify,Uncategorized,Hoodie,"DTG, Embroidery, Hoodies, Men's Clothing, Neck Labels, Personalization Picks, Regular fit, TikTok, Unisex, Women's Clothing",true,Size,S,,Color,Black,,,,,'33299203453754600660,99.7903214,,deny,manual,62.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/18085433333837575072_2048.jpg?v=1774320581,1,"Black Charmed and Dark signature hoodie with emblem on chest, front view on model",false,Charmed & Dark Signature Hoodie | Gothic Heavy Blend,Heavyweight gothic hoodie featuring the Charmed & Dark emblem. Gildan Heavy Blend™. Dark fashion statement built for comfort and mystery.,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/18085433333837575072_2048.jpg?v=1774320581,lb,,15.89,active
the-charmed-dark-signature-hoodie,,,,,,,,,M,,,Black,,,,,'24140440051989636201,99.7903214,,deny,manual,62.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/2534937174936220994_2048.jpg?v=1774318464,2,"Black Charmed and Dark signature hoodie with emblem on chest, front view on model",,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/18085433333837575072_2048.jpg?v=1774320581,lb,,15.89,
the-charmed-dark-signature-hoodie,,,,,,,,,L,,,Black,,,,,'53241839287946003917,99.7903214,,deny,manual,62.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/4030183436781078837_2048.jpg?v=1774320856,3,"Black Charmed and Dark signature hoodie with emblem on chest, front view on model",,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/18085433333837575072_2048.jpg?v=1774320581,lb,,15.89,
the-charmed-dark-signature-hoodie,,,,,,,,,XL,,,Black,,,,,'18866396725706002097,99.7903214,,deny,manual,62.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/4311820595487696346_2048.jpg?v=1774320856,4,"Black Charmed and Dark signature hoodie with emblem on chest, front view on model",,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/18085433333837575072_2048.jpg?v=1774320581,lb,,15.89,
the-charmed-dark-signature-hoodie,,,,,,,,,2XL,,,Black,,,,,'12621649588164314186,99.7903214,,deny,manual,62.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/18085433333837575072_2048.jpg?v=1774320581,lb,,17.51,
the-charmed-dark-signature-hoodie,,,,,,,,,3XL,,,Black,,,,,'33339426633158806639,99.7903214,,deny,manual,62.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/18085433333837575072_2048.jpg?v=1774320581,lb,,18.43,
calming-crystal-candle-with-rough-amethyst,Calming Crystal Candle with Rough Amethyst,"Calm the senses and promote inner strength with this Calming Crystal Candle. Shaped like a purple crystal tower, this candle offers up to 30 hours of burn time to gradually reveal a rough amethyst crystal hidden at the bottom. Perfect for setting intentions and manifesting your dreams, it's the ideal accessory to complement your sacred space. Unscented paraffin wax. Burn on a protected surface. Designed by Something Different and part of the Crystal Witch collection of cute, witchy gifts.",Something Different Wholesale,Uncategorized,,"bg:stone, dept:objects, img:branded, source:faire",true,Title,Default Title,,,,,,,,CW_91924,475.0,shopify,deny,manual,22.00,,true,true,,,,,'5056131154575,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_cc278f46-0ec5-490c-9e1a-6026769dd484.png?v=1774035804,1,"Hand-poured soy candle with rough amethyst crystal embedded on top, dark gothic ritual candle",false,Amethyst Crystal Candle | Gothic Ritual Calming Candle,"Hand-poured candle with embedded rough amethyst crystal. Calming ritual energy for gothic home, altar, and sacred space decor.",,,,,,,,,g,,8.13,active
calming-crystal-candle-with-rough-amethyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/fb9e7274cb313d695bda427f78bedc8c1b1b145e44a66b5163d5bcf1a5d3b596.jpg?v=1774035804,2,"Hand-poured soy candle with rough amethyst crystal embedded on top, dark gothic ritual candle",,,,,,,,,,,,,,,
calming-crystal-candle-with-rough-amethyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/5c73d0025e67021469e5d03224a24eeb6f2f5bfbeb1738cbc6d9fe1b9989c61a.jpg?v=1774035804,3,"Hand-poured soy candle with rough amethyst crystal embedded on top, dark gothic ritual candle",,,,,,,,,,,,,,,
calming-crystal-candle-with-rough-amethyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6909b3cc18ed5df7eebaf3c4bec892b0d4ca54d64e26827bc0cdbcd3c9960be1.jpg?v=1774035804,4,"Hand-poured soy candle with rough amethyst crystal embedded on top, dark gothic ritual candle",,,,,,,,,,,,,,,
calming-crystal-candle-with-rough-amethyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/99ef614fa8ad8a8df18ace058d628754ed21281f52bfba4feedd9cdea484f3c0.jpg?v=1774035804,5,"Hand-poured soy candle with rough amethyst crystal embedded on top, dark gothic ritual candle",,,,,,,,,,,,,,,
calming-crystal-candle-with-rough-amethyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/4ae37b11aff85d9782c131dcb2bd0bd1f7d30cd898133b626ef9edd6b834dde7.jpg?v=1774035804,6,"Hand-poured soy candle with rough amethyst crystal embedded on top, dark gothic ritual candle",,,,,,,,,,,,,,,
calming-crystal-candle-with-rough-amethyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_f5338ad0-7bcd-419a-ae15-71551df9ba13.png?v=1774034544,7,"Hand-poured soy candle with rough amethyst crystal embedded on top, dark gothic ritual candle",,,,,,,,,,,,,,,
set-of-3-black-candy-cane-stripe-creepmas-taper-candles,Set of 3 Black Candy Cane Stripe Creepmas Taper Candles,"Add a gothic twist to festive decor with this set of 3 black candy cane printed taper candles. Perfect for those who love alternative Christmas accessories, these unscented candles will create a hauntingly elegant table setting. Whether for a spooky seasonal celebration or as a unique gift for someone with a love for the unusual, these candles are sure to make a statement. Approx 5 hours burn time per candle. Designed by Something Different Wholesale and part of the Merry Creepmas collection of hauntingly festive gifts and home décor.",Something Different Wholesale,Uncategorized,,"dept:objects, img:branded, source:faire",true,Title,Default Title,,,,,,,,ME_27826,190.0,shopify,deny,manual,14.40,,true,true,,,,,'5056131168251,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_00d89c18-08b1-45ac-b593-f847d78a77f5.png?v=1774038708,1,Set of three gothic black candy cane stripe taper candles for Creepmas dark holiday decor,false,Creepmas Gothic Taper Candles | Black Stripe Set of 3,Set of 3 gothic black candy cane stripe taper candles. Dark Christmas and Creepmas altar and home decor for gothic celebrations.,,,,,,,,,g,,6.00,active
set-of-3-black-candy-cane-stripe-creepmas-taper-candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/5f365ed917bc0cf4804f2bf1fd05bd3ad01c7fa502fad817b1fc43047abda242.jpg?v=1774038708,2,Set of three gothic black candy cane stripe taper candles for Creepmas dark holiday decor,,,,,,,,,,,,,,,
set-of-3-black-candy-cane-stripe-creepmas-taper-candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/06cd101eff9db3b11596900edcda516f63692a6d962a759ae57cf99004ed9717.jpg?v=1774038708,3,Set of three gothic black candy cane stripe taper candles for Creepmas dark holiday decor,,,,,,,,,,,,,,,
set-of-3-black-candy-cane-stripe-creepmas-taper-candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/480244e14d8b1d11ec0d7075217941c6aa1459d573959ae357f89ff0e9da9755.jpg?v=1774038708,4,Set of three gothic black candy cane stripe taper candles for Creepmas dark holiday decor,,,,,,,,,,,,,,,
set-of-3-black-candy-cane-stripe-creepmas-taper-candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/660522e8cf04874c0a3be7061454c6a3aa55d9d70b4bc4deaac8a97ffc701029.jpg?v=1774038708,5,Set of three gothic black candy cane stripe taper candles for Creepmas dark holiday decor,,,,,,,,,,,,,,,
set-of-3-black-candy-cane-stripe-creepmas-taper-candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_d9ef1aa8-78cf-46ee-99ae-68811f486ac1.png?v=1774038708,6,Set of three gothic black candy cane stripe taper candles for Creepmas dark holiday decor,,,,,,,,,,,,,,,
protection-crystal-candle-with-rough-black-obsidian,Protection Crystal Candle with Rough Black Obsidian,"Repell unwanted energies and promote inner clarity with this Protection Crystal Candle. Shaped like a black crystal tower, this candle offers up to 30 hours of burn time to gradually reveal a rough obsidian stone hidden at the bottom. Perfect for setting intentions and manifesting your dreams, it's the ideal accessory to complement your sacred space. Unscented paraffin wax. Burn on a protected surface. Designed by Something Different and part of the Crystal Witch collection of cute, witchy gifts.",Something Different Wholesale,Uncategorized,,"dept:objects, img:branded, source:faire",true,Title,Default Title,,,,,,,,CW_92224,475.0,shopify,deny,manual,22.00,,true,true,,,,,'5056131154605,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_9a471bde-c3ef-4f58-83c2-93cf9a1c5099.png?v=1774038931,1,Hand-poured soy protection candle with rough black obsidian crystal on dark background,false,Obsidian Crystal Candle | Gothic Protection Ritual,Hand-poured protection candle with rough black obsidian. Ritual intention setting for the darkly devoted and gothic home altar.,,,,,,,,,g,,8.13,active
protection-crystal-candle-with-rough-black-obsidian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/4cc1a4082e089f0223311eeffc4d14606ecc255b3f148d5668be2a5ffb992ca9.jpg?v=1774038931,2,Hand-poured soy protection candle with rough black obsidian crystal on dark background,,,,,,,,,,,,,,,
protection-crystal-candle-with-rough-black-obsidian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/8a35942431a8cb12218d1aeabb4544fd868635ef262096f78ff93374b26d3706.jpg?v=1774038931,3,Hand-poured soy protection candle with rough black obsidian crystal on dark background,,,,,,,,,,,,,,,
protection-crystal-candle-with-rough-black-obsidian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/b6c60e2cff653ff10c6869238562ce648d50f57581ab18653910733083761ed2.jpg?v=1774038931,4,Hand-poured soy protection candle with rough black obsidian crystal on dark background,,,,,,,,,,,,,,,
protection-crystal-candle-with-rough-black-obsidian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/5652e28dfde971b4ac120fdc2a32a8ef58b798f02985d69940def0c67a6166dd.jpg?v=1774038931,5,Hand-poured soy protection candle with rough black obsidian crystal on dark background,,,,,,,,,,,,,,,
protection-crystal-candle-with-rough-black-obsidian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/3f92457109dbe59641882e86bd7587e2f16d2cda59cde82853f57c50864bb6e7.jpg?v=1774038931,6,Hand-poured soy protection candle with rough black obsidian crystal on dark background,,,,,,,,,,,,,,,
protection-crystal-candle-with-rough-black-obsidian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_ac1cebc6-8e03-421c-ab1e-423f71a1f6fe.png?v=1774034923,7,Hand-poured soy protection candle with rough black obsidian crystal on dark background,,,,,,,,,,,,,,,
set-of-3-starry-night-celestial-taper-candles,Set of 3 Starry Night Celestial Taper Candles,"Add a celestial touch to your home with this elegant set of three unscented taper candles. Featuring a stunning starry night design, these candles make a beautiful addition to Christmas table settings or year-round celestial décor. Perfect for creating a warm and enchanting atmosphere. Approximate burn time of 5 hours each. Paraffing wax. Never leave a lit candle unattended. Designed by Something Different Wholesale and part of the Starry Night collection of celestial gifts and home décor.",Something Different Wholesale,Uncategorized,,,true,Title,Default Title,,,,,,,,NT_25226,195.0,shopify,deny,manual,14.40,,true,true,,,,,'5056131167995,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_9b635adf-e09f-40ec-afa5-abeb44c00248.png?v=1774038952,1,Set of three starry night celestial taper candles in dark gothic packaging,false,Celestial Gothic Taper Candles | Starry Night Set of 3,Three celestial starry night taper candles. Dark mystical altar and home decor for gothic rituals and moody interiors.,,,,,,,,,g,,6.00,active
